Author,Year,Title,Secondary.Title,Volume,Number,Pages,PdfRelativePath
"Kerrigan, T. L., Brown, J. T. and Randall, A. D.",2014,Characterization of altered intrinsic excitability in hippocampal CA1 pyramidal cells of the Abeta-overproducing PDAPP mouse ,Neuropharmacology ,79,NA, 515-24,examples/Kerrigan-2014.pdf
